AppRating,AppReviews,AppSize,NumberOfInstallations,CurrentAndroidVersion,,,,,,,,
4.30,25094.00,82.00,1000000.00,4.30,,,,,,,,
4.40,93033.00,98.00,5000000.00,4.00,,,,,,,,
4.00,120592.00,77.00,10000000.00,4.00,,,,,,,,
4.20,187972.00,99.00,5000000.00,4.40,,,,,,,,
4.20,2055.00,96.00,100000.00,4.00,,,,,,,,
4.50,73539.00,96.00,1000000.00,4.30,,,,,,,,
4.70,59017.00,82.00,1000000.00,4.30,,,,,,,,
4.20,5829.00,70.00,100000.00,4.40,,,,,,,,
4.40,18621.00,63.00,100000.00,4.40,,,,,,,,
4.60,19922.00,35.00,100000.00,5.00,,,,,,,,
4.90,21119.00,48.00,100000.00,4.40,,,,,,,,
4.40,7412.00,84.00,100000.00,2.30,,,,,,,,
4.50,18125.00,15.00,100000.00,4.40,,,,,,,,
4.60,10795.00,69.00,100000.00,4.00,,,,,,,,
4.20,13004.00,46.00,100000.00,2.20,,,,,,,,
4.50,38207.00,15.00,100000.00,4.10,,,,,,,,
4.60,9394.00,33.00,100000.00,4.40,,,,,,,,
4.60,337913.00,48.00,5000000.00,6.00,,,,,,,,
4.60,2719142.00,25.00,10000000.00,4.10,,,,,,,,
4.30,931595.00,31.00,10000000.00,4.00,,,,,,,,
4.30,165928.00,91.00,5000000.00,4.40,,,,,,,,
4.30,309176.00,70.00,5000000.00,4.40,,,,,,,,
4.60,807338.00,93.00,10000000.00,4.00,,,,,,,,
4.50,446434.00,52.00,10000000.00,4.00,,,,,,,,
4.50,214819.00,91.00,5000000.00,4.10,,,,,,,,
4.20,522466.00,37.00,10000000.00,4.00,,,,,,,,
4.70,584126.00,64.00,10000000.00,4.10,,,,,,,,
4.30,32551.00,35.00,500000.00,4.40,,,,,,,,
4.00,90218.00,97.00,1000000.00,6.00,,,,,,,,
4.40,212524.00,93.00,5000000.00,4.00,,,,,,,,
4.60,745684.00,83.00,5000000.00,4.00,,,,,,,,
4.70,416540.00,99.00,10000000.00,2.30,,,,,,,,
4.40,16601.00,55.00,500000.00,4.00,,,,,,,,
4.70,59017.00,82.00,1000000.00,4.30,,,,,,,,
4.30,224514.00,81.00,5000000.00,4.00,,,,,,,,
4.30,10493.00,50.00,1000000.00,2.30,,,,,,,,
4.50,148945.00,46.00,10000000.00,4.00,,,,,,,,
4.70,295576.00,3.90,10000000.00,3.00,,,,,,,,
4.60,59907.00,7.80,5000000.00,2.30,,,,,,,,
4.50,10460.00,18.00,1000000.00,4.00,,,,,,,,
4.80,230849.00,87.00,10000000.00,4.10,,,,,,,,
4.70,990723.00,75.00,10000000.00,4.10,,,,,,,,
4.50,21892.00,14.00,1000000.00,4.00,,,,,,,,
4.50,197540.00,29.00,10000000.00,4.10,,,,,,,,
4.40,74695.00,17.00,10000000.00,4.00,,,,,,,,
4.70,1125438.00,25.00,10000000.00,4.30,,,,,,,,
4.60,29445.00,29.00,5000000.00,4.00,,,,,,,,
4.50,655145.00,72.00,10000000.00,4.00,,,,,,,,
4.70,990663.00,75.00,10000000.00,4.10,,,,,,,,
4.50,184210.00,99.00,10000000.00,4.40,,,,,,,,
4.50,401425.00,70.00,10000000.00,4.00,,,,,,,,
4.60,515657.00,63.00,10000000.00,4.00,,,,,,,,
4.30,955656.00,82.00,10000000.00,3.00,,,,,,,,
4.60,337913.00,48.00,5000000.00,6.00,,,,,,,,
4.70,725897.00,31.00,10000000.00,4.10,,,,,,,,
4.70,292164.00,59.00,10000000.00,4.10,,,,,,,,
4.60,520962.00,39.00,10000000.00,4.00,,,,,,,,
4.40,1381820.00,54.00,10000000.00,3.00,,,,,,,,
4.30,525517.00,48.00,10000000.00,2.30,,,,,,,,
4.30,194969.00,30.00,10000000.00,4.10,,,,,,,,
4.40,327599.00,66.00,10000000.00,2.20,,,,,,,,
4.30,10538.00,50.00,1000000.00,2.30,,,,,,,,
4.40,105620.00,61.00,1000000.00,4.10,,,,,,,,
4.70,37139.00,49.00,1000000.00,4.10,,,,,,,,
4.20,147791.00,38.00,5000000.00,5.00,,,,,,,,
4.10,347883.00,20.00,10000000.00,4.00,,,,,,,,
4.50,354373.00,66.00,10000000.00,4.10,,,,,,,,
4.30,43055.00,95.00,5000000.00,4.00,,,,,,,,
4.50,559.00,32.00,100000.00,4.00,,,,,,,,
4.00,26649.00,66.00,5000000.00,4.20,,,,,,,,
4.50,306764.00,29.00,10000000.00,4.00,,,,,,,,
4.60,59907.00,7.80,5000000.00,2.30,,,,,,,,
4.60,280098.00,50.00,10000000.00,4.00,,,,,,,,
4.50,148990.00,46.00,10000000.00,4.00,,,,,,,,
4.50,26985.00,41.00,5000000.00,4.00,,,,,,,,
4.50,1125438.00,63.00,10000000.00,4.00,,,,,,,,
4.40,42145.00,20.00,10000000.00,4.00,,,,,,,,
4.70,990796.00,75.00,10000000.00,4.10,,,,,,,,
4.70,171448.00,13.00,10000000.00,4.00,,,,,,,,
4.50,21892.00,14.00,1000000.00,4.00,,,,,,,,
4.40,47644.00,15.00,5000000.00,4.00,,,,,,,,
4.60,125647.00,33.00,10000000.00,4.10,,,,,,,,
4.60,214878.00,10.00,10000000.00,4.10,,,,,,,,
4.60,811040.00,77.00,10000000.00,4.40,,,,,,,,
4.20,17044.00,4.90,5000000.00,2.20,,,,,,,,
4.70,1125566.00,25.00,10000000.00,4.30,,,,,,,,
4.30,34494.00,23.00,5000000.00,2.30,,,,,,,,
4.60,260651.00,51.00,10000000.00,4.00,,,,,,,,
4.70,48615.00,24.00,10000000.00,4.10,,,,,,,,
4.40,42145.00,20.00,10000000.00,4.00,,,,,,,,
4.40,14774.00,19.00,1000000.00,4.00,,,,,,,,
4.40,12753.00,51.00,5000000.00,4.00,,,,,,,,
4.50,33983.00,22.00,5000000.00,4.00,,,,,,,,
4.60,20267.00,46.00,1000000.00,4.10,,,,,,,,
4.50,5761.00,21.00,1000000.00,4.00,,,,,,,,
4.30,11618.00,39.00,5000000.00,4.10,,,,,,,,
4.70,12948.00,23.00,1000000.00,2.30,,,,,,,,
4.40,685.00,26.00,100000.00,4.10,,,,,,,,
4.50,9779.00,39.00,5000000.00,4.00,,,,,,,,
4.50,11436.00,15.00,1000000.00,4.00,,,,,,,,
4.50,2150.00,20.00,500000.00,4.00,,,,,,,,
4.70,48615.00,24.00,10000000.00,4.10,,,,,,,,
4.40,382.00,44.00,500000.00,2.30,,,,,,,,
4.30,24936.00,38.00,5000000.00,4.10,,,,,,,,
4.60,1109.00,52.00,1000000.00,4.10,,,,,,,,
3.90,974.00,14.00,500000.00,4.00,,,,,,,,
4.20,108795.00,49.00,10000000.00,4.00,,,,,,,,
4.50,1455.00,8.90,500000.00,2.30,,,,,,,,
4.40,86961.00,99.00,10000000.00,4.00,,,,,,,,
4.40,7320.00,10.00,1000000.00,4.00,,,,,,,,
4.40,59843.00,20.00,5000000.00,2.30,,,,,,,,
4.40,18616.00,10.00,1000000.00,4.00,,,,,,,,
4.30,11950.00,19.00,5000000.00,4.00,,,,,,,,
4.60,4289.00,33.00,500000.00,4.00,,,,,,,,
4.10,68286.00,85.00,10000000.00,4.10,,,,,,,,
4.50,11716.00,48.00,1000000.00,4.00,,,,,,,,
4.50,3323.00,9.60,1000000.00,4.00,,,,,,,,
4.00,328619.00,15.00,10000000.00,4.10,,,,,,,,
4.60,46741.00,50.00,10000000.00,4.00,,,,,,,,
4.50,530854.00,51.00,10000000.00,2.20,,,,,,,,
4.50,7050.00,24.00,1000000.00,4.00,,,,,,,,
4.50,235906.00,13.00,10000000.00,4.10,,,,,,,,
4.40,17753.00,16.00,1000000.00,4.00,,,,,,,,
4.50,432.00,63.00,100000.00,4.40,,,,,,,,
4.20,32029.00,15.00,5000000.00,4.10,,,,,,,,
4.30,4207.00,26.00,100000.00,4.10,,,,,,,,
4.50,64.00,81.00,10000.00,5.00,,,,,,,,
4.20,96.00,79.00,5000.00,4.40,,,,,,,,
4.40,496.00,94.00,100000.00,4.20,,,,,,,,
4.60,20267.00,46.00,1000000.00,4.10,,,,,,,,
4.60,29436.00,43.00,1000000.00,4.10,,,,,,,,
4.50,19230.00,45.00,5000000.00,4.00,,,,,,,,
4.20,11126.00,91.00,1000000.00,4.10,,,,,,,,
4.50,23671.00,91.00,1000000.00,4.10,,,,,,,,
4.60,9652.00,53.00,1000000.00,4.10,,,,,,,,
4.60,9626.00,28.00,1000000.00,4.40,,,,,,,,
4.10,29319.00,26.00,5000000.00,4.40,,,,,,,,
4.50,1791.00,56.00,500000.00,5.00,,,,,,,,
4.60,9199.00,80.00,500000.00,4.10,,,,,,,,
4.60,14014.00,60.00,1000000.00,4.00,,,,,,,,
3.80,10366.00,78.00,1000000.00,4.10,,,,,,,,
4.50,47644.00,27.00,1000000.00,4.00,,,,,,,,
4.80,12137.00,63.00,100000.00,4.10,,,,,,,,
3.90,237.00,26.00,100000.00,4.10,,,,,,,,
4.50,6404.00,46.00,500000.00,4.10,,,,,,,,
4.40,6356.00,83.00,500000.00,4.10,,,,,,,,
4.30,169.00,60.00,5000.00,4.10,,,,,,,,
4.20,8.00,44.00,1000.00,4.40,,,,,,,,
3.00,2.00,82.00,500.00,4.10,,,,,,,,
4.40,86961.00,99.00,10000000.00,4.00,,,,,,,,
4.70,48701.00,24.00,10000000.00,4.10,,,,,,,,
4.10,15246.00,78.00,1000000.00,4.00,,,,,,,,
4.50,530904.00,51.00,10000000.00,2.20,,,,,,,,
4.60,106750.00,94.00,1000000.00,4.10,,,,,,,,
4.30,33785.00,16.00,5000000.00,4.10,,,,,,,,
4.30,4207.00,93.00,500000.00,4.10,,,,,,,,
4.50,58795.00,77.00,10000000.00,4.00,,,,,,,,
4.20,3235.00,32.00,1000000.00,4.00,,,,,,,,
4.20,47031.00,58.00,1000000.00,4.40,,,,,,,,
4.40,131.00,48.00,100000.00,4.20,,,,,,,,
4.50,114.00,69.00,50000.00,4.20,,,,,,,,
4.20,2178.00,99.00,500000.00,4.10,,,,,,,,
4.10,175625.00,16.00,10000000.00,4.10,,,,,,,,
4.70,8508.00,54.00,500000.00,4.00,,,,,,,,
4.30,3484.00,56.00,1000000.00,4.00,,,,,,,,
4.40,379415.00,68.00,10000000.00,4.10,,,,,,,,
4.40,19245.00,25.00,1000000.00,4.10,,,,,,,,
4.30,24877.00,54.00,5000000.00,4.10,,,,,,,,
4.40,765.00,51.00,1000000.00,2.30,,,,,,,,
4.30,525552.00,48.00,10000000.00,2.30,,,,,,,,
4.20,3762.00,44.00,1000000.00,4.30,,,,,,,,
4.20,141363.00,8.70,10000000.00,2.30,,,,,,,,
4.30,472584.00,91.00,10000000.00,4.00,,,,,,,,
4.10,148295.00,26.00,10000000.00,4.10,,,,,,,,
4.20,41273.00,16.00,5000000.00,4.10,,,,,,,,
4.30,392596.00,53.00,10000000.00,4.00,,,,,,,,
4.30,43060.00,95.00,5000000.00,4.00,,,,,,,,
4.50,514088.00,83.00,10000000.00,4.40,,,,,,,,
4.10,41867.00,78.00,1000000.00,2.20,,,,,,,,
4.20,23060.00,21.00,1000000.00,4.10,,,,,,,,
4.40,112080.00,26.00,10000000.00,4.10,,,,,,,,
4.00,15489.00,60.00,1000000.00,4.00,,,,,,,,
4.10,51895.00,22.00,10000000.00,4.20,,,,,,,,
4.30,43060.00,95.00,5000000.00,4.00,,,,,,,,
4.30,525552.00,48.00,10000000.00,2.30,,,,,,,,
4.40,623398.00,58.00,10000000.00,4.00,,,,,,,,
4.30,472584.00,91.00,10000000.00,4.00,,,,,,,,
4.10,66661.00,22.00,5000000.00,4.10,,,,,,,,
4.00,10447.00,36.00,1000000.00,2.30,,,,,,,,
4.60,19170.00,70.00,1000000.00,4.00,,,,,,,,
4.30,169609.00,34.00,10000000.00,4.10,,,,,,,,
4.70,6188.00,49.00,500000.00,4.10,,,,,,,,
4.30,1369.00,9.80,500000.00,2.30,,,,,,,,
4.40,2952.00,37.00,500000.00,5.10,,,,,,,,
4.70,9856.00,55.00,100000.00,4.00,,,,,,,,
3.90,10753.00,84.00,1000000.00,4.10,,,,,,,,
4.10,154.00,16.00,10000.00,4.10,,,,,,,,
4.10,288523.00,92.00,10000000.00,4.00,,,,,,,,
4.10,4522.00,57.00,500000.00,4.10,,,,,,,,
4.70,31100.00,24.00,500000.00,4.40,,,,,,,,
4.40,854.00,6.90,10000.00,4.00,,,,,,,,
4.30,560.00,44.00,10000.00,2.30,,,,,,,,
4.50,197.00,11.00,1000.00,2.30,,,,,,,,
4.30,63186.00,16.00,10000000.00,4.00,,,,,,,,
4.30,23772.00,17.00,5000000.00,2.30,,,,,,,,
4.10,6007.00,18.00,1000000.00,2.30,,,,,,,,
4.10,2903.00,16.00,1000000.00,4.10,,,,,,,,
4.10,3617.00,19.00,1000000.00,4.10,,,,,,,,
4.60,3063.00,1.60,100000.00,3.00,,,,,,,,
4.10,3234.00,47.00,100000.00,4.10,,,,,,,,
4.40,276.00,16.00,50000.00,2.30,,,,,,,,
4.40,1595.00,14.00,500000.00,4.00,,,,,,,,
4.00,68559.00,75.00,5000000.00,4.40,,,,,,,,
4.80,61.00,25.00,1000.00,4.00,,,,,,,,
3.80,1123.00,5.70,100000.00,2.30,,,,,,,,
4.50,566.00,17.00,50000.00,4.00,,,,,,,,
4.80,97.00,3.50,1000.00,4.00,,,,,,,,
4.40,38.00,16.00,100.00,4.00,,,,,,,,
4.80,4.00,42.00,100.00,5.10,,,,,,,,
4.20,38.00,47.00,1000.00,2.20,,,,,,,,
4.20,214.00,67.00,5000.00,4.10,,,,,,,,
4.00,248.00,26.00,5000.00,4.10,,,,,,,,
4.70,185.00,72.00,1000.00,4.10,,,,,,,,
4.70,2195.00,37.00,10000.00,2.30,,,,,,,,
3.90,1615.00,1.20,10000.00,4.00,,,,,,,,
4.50,359.00,17.00,5000.00,2.30,,,,,,,,
4.10,38021.00,19.00,10000000.00,4.00,,,,,,,,
4.40,6190.00,23.00,1000000.00,4.00,,,,,,,,
3.90,6903.00,25.00,1000000.00,2.30,,,,,,,,
4.40,13155.00,83.00,1000000.00,4.00,,,,,,,,
4.40,496.00,94.00,100000.00,4.20,,,,,,,,
3.60,418.00,97.00,100000.00,4.00,,,,,,,,
4.40,1160.00,37.00,100000.00,2.20,,,,,,,,
4.10,59917.00,92.00,5000000.00,4.40,,,,,,,,
3.60,1042.00,48.00,100000.00,4.30,,,,,,,,
4.60,73.00,12.00,1000.00,4.00,,,,,,,,
4.30,382.00,15.00,10000.00,2.30,,,,,,,,
4.50,253.00,83.00,10000.00,4.00,,,,,,,,
4.40,3396.00,9.50,50000.00,4.00,,,,,,,,
4.10,38021.00,19.00,10000000.00,4.00,,,,,,,,
4.40,6190.00,23.00,1000000.00,4.00,,,,,,,,
3.90,6903.00,25.00,1000000.00,2.30,,,,,,,,
4.40,13155.00,83.00,1000000.00,4.00,,,,,,,,
4.40,496.00,94.00,100000.00,4.20,,,,,,,,
3.60,418.00,97.00,100000.00,4.00,,,,,,,,
4.40,1160.00,37.00,100000.00,2.20,,,,,,,,
4.10,59917.00,92.00,5000000.00,4.40,,,,,,,,
3.60,1042.00,48.00,100000.00,4.30,,,,,,,,
4.60,73.00,12.00,1000.00,4.00,,,,,,,,
4.30,382.00,15.00,10000.00,2.30,,,,,,,,
4.50,253.00,83.00,10000.00,4.00,,,,,,,,
4.40,3396.00,9.50,50000.00,4.00,,,,,,,,
3.90,133117.00,63.00,5000000.00,4.10,,,,,,,,
4.20,108795.00,49.00,10000000.00,4.00,,,,,,,,
4.10,47213.00,14.00,5000000.00,4.20,,,,,,,,
3.90,95537.00,58.00,10000000.00,4.40,,,,,,,,
4.10,66660.00,22.00,5000000.00,4.10,,,,,,,,
4.20,51838.00,15.00,5000000.00,4.10,,,,,,,,
3.80,36028.00,50.00,5000000.00,4.40,,,,,,,,
4.30,528745.00,59.00,10000000.00,4.10,,,,,,,,
4.30,169609.00,34.00,10000000.00,4.10,,,,,,,,
3.90,44062.00,54.00,1000000.00,4.00,,,,,,,,
4.30,392596.00,53.00,10000000.00,4.00,,,,,,,,
4.20,123322.00,25.00,10000000.00,4.40,,,,,,,,
4.10,29319.00,26.00,5000000.00,4.40,,,,,,,,
4.00,8126.00,61.00,1000000.00,6.00,,,,,,,,
4.40,623398.00,58.00,10000000.00,4.00,,,,,,,,
4.30,50887.00,91.00,5000000.00,4.40,,,,,,,,
4.30,63160.00,17.00,1000000.00,2.30,,,,,,,,
4.40,13155.00,83.00,1000000.00,4.00,,,,,,,,
4.20,28737.00,17.00,1000000.00,2.30,,,,,,,,
4.30,45579.00,64.00,1000000.00,4.00,,,,,,,,
4.20,19720.00,41.00,1000000.00,4.00,,,,,,,,
4.60,361970.00,58.00,5000000.00,4.10,,,,,,,,
4.10,159619.00,23.00,5000000.00,4.30,,,,,,,,
4.50,354384.00,71.00,10000000.00,4.10,,,,,,,,
4.30,129603.00,23.00,1000000.00,2.20,,,,,,,,
4.20,1135.00,12.00,100000.00,4.00,,,,,,,,
4.40,578.00,0.70,10000.00,2.20,,,,,,,,
4.60,129.00,2.90,10000.00,4.10,,,,,,,,
4.50,63.00,25.00,10000.00,2.20,,,,,,,,
4.50,171.00,20.00,10000.00,4.10,,,,,,,,
3.20,45.00,21.00,5000.00,6.00,,,,,,,,
4.60,717.00,5.40,5000.00,5.00,,,,,,,,
4.50,2921.00,25.00,100000.00,5.00,,,,,,,,
4.10,1533.00,42.00,50000.00,4.00,,,,,,,,
4.60,92.00,32.00,1000.00,4.00,,,,,,,,
4.50,199.00,1.80,10000.00,4.40,,,,,,,,
4.40,1361.00,33.00,50000.00,4.00,,,,,,,,
4.40,12.00,3.80,1000.00,4.00,,,,,,,,
4.40,15.00,5.80,1000.00,4.10,,,,,,,,
3.80,206.00,9.50,10000.00,4.00,,,,,,,,
4.60,395.00,19.00,1000.00,5.00,,,,,,,,
4.00,15.00,5.00,1000.00,4.00,,,,,,,,
5.00,3.00,23.00,100.00,4.10,,,,,,,,
4.30,35.00,0.86,5000.00,4.00,,,,,,,,
3.40,77.00,9.90,5000.00,4.00,,,,,,,,
3.40,51.00,2.40,1000.00,4.00,,,,,,,,
4.30,214.00,0.90,10000.00,2.10,,,,,,,,
4.40,104.00,38.00,1000.00,4.10,,,,,,,,
4.40,8.00,6.50,100.00,3.00,,,,,,,,
4.20,45.00,14.00,1000.00,4.00,,,,,,,,
5.00,2.00,1.20,500.00,4.00,,,,,,,,
4.10,80.00,48.00,5000.00,3.00,,,,,,,,
3.90,10.00,0.38,1000.00,3.00,,,,,,,,
4.60,156.00,22.00,500.00,4.40,,,,,,,,
4.20,178.00,4.80,1000.00,4.10,,,,,,,,
4.20,168.00,25.00,10000.00,4.40,,,,,,,,
3.60,25.00,0.27,1000.00,2.10,,,,,,,,
4.50,163.00,0.38,10000.00,1.60,,,,,,,,
4.70,25.00,1.20,1000.00,3.00,,,,,,,,
4.50,133.00,2.80,10000.00,2.30,,,,,,,,
4.20,9.00,95.00,1000.00,4.10,,,,,,,,
4.20,74.00,2.60,1000.00,2.20,,,,,,,,
4.30,3.00,4.60,100.00,4.10,,,,,,,,
4.10,12.00,5.10,1000.00,4.10,,,,,,,,
4.40,17.00,1.80,1000.00,4.40,,,,,,,,
4.20,33.00,53.00,1000.00,4.20,,,,,,,,
4.50,492.00,39.00,10000.00,4.10,,,,,,,,
2.60,41.00,14.00,1000.00,2.20,,,,,,,,
4.60,625.00,8.40,10000.00,2.10,,,,,,,,
4.80,12.00,18.00,1000.00,4.10,,,,,,,,
4.20,64.00,41.00,1000.00,2.20,,,,,,,,
4.70,11.00,100.00,500.00,4.00,,,,,,,,
3.00,4.00,3.40,500.00,2.20,,,,,,,,
3.50,214.00,68.00,1000.00,4.00,,,,,,,,
4.60,66.00,2.60,5000.00,3.20,,,,,,,,
4.80,59158.00,11.00,1000000.00,4.10,,,,,,,,
4.60,73118.00,37.00,1000000.00,4.40,,,,,,,,
4.80,102858.00,9.80,1000000.00,4.30,,,,,,,,
4.00,2094.00,23.00,500000.00,4.30,,,,,,,,
3.70,236.00,18.00,50000.00,5.00,,,,,,,,
4.20,33033.00,7.40,5000000.00,4.10,,,,,,,,
4.80,78825.00,11.00,1000000.00,4.10,,,,,,,,
3.50,250.00,23.00,100000.00,4.40,,,,,,,,
3.90,6266.00,34.00,500000.00,5.10,,,,,,,,
4.80,53743.00,13.00,1000000.00,4.30,,,,,,,,
2.70,2657.00,24.00,500000.00,4.40,,,,,,,,
4.20,4476.00,20.00,500000.00,4.10,,,,,,,,
4.70,156410.00,14.00,5000000.00,4.10,,,,,,,,
4.60,2006.00,69.00,50000.00,6.00,,,,,,,,
4.50,6099.00,38.00,500000.00,4.30,,,,,,,,
4.70,23160.00,26.00,1000000.00,5.00,,,,,,,,
4.70,8348.00,2.60,500000.00,4.00,,,,,,,,
4.50,7837.00,21.00,100000.00,4.10,,,,,,,,
4.70,6185.00,38.00,100000.00,4.30,,,,,,,,
4.00,3803.00,16.00,100000.00,4.00,,,,,,,,
3.40,1838.00,21.00,100000.00,4.00,,,,,,,,
3.50,3707.00,10.00,500000.00,4.40,,,,,,,,
3.00,315.00,22.00,100000.00,4.00,,,,,,,,
4.70,87418.00,14.00,1000000.00,4.40,,,,,,,,
4.60,21189.00,36.00,1000000.00,5.00,,,,,,,,
4.20,1746.00,16.00,50000.00,4.10,,,,,,,,
4.80,69126.00,61.00,1000000.00,4.10,,,,,,,,
4.50,453.00,11.00,100000.00,4.00,,,,,,,,
4.20,10710.00,8.50,100000.00,5.00,,,,,,,,
3.80,700.00,37.00,100000.00,4.40,,,,,,,,
4.50,503.00,22.00,50000.00,5.00,,,,,,,,
4.00,488.00,17.00,100000.00,4.10,,,,,,,,
3.60,190.00,7.70,100000.00,4.40,,,,,,,,
4.40,15.00,39.00,1000.00,4.10,,,,,,,,
4.70,26862.00,30.00,500000.00,4.00,,,,,,,,
4.90,100082.00,3.70,1000000.00,4.10,,,,,,,,
3.60,27.00,28.00,10000.00,4.10,,,,,,,,
4.50,72167.00,16.00,1000000.00,4.10,,,,,,,,
4.10,21.00,20.00,1000.00,4.10,,,,,,,,
4.60,6035.00,8.90,100000.00,4.40,,,,,,,,
4.70,9945.00,97.00,500000.00,4.10,,,,,,,,
4.70,4318.00,12.00,100000.00,4.10,,,,,,,,
2.80,78.00,72.00,50000.00,4.40,,,,,,,,
4.60,47.00,21.00,10000.00,5.00,,,,,,,,
3.40,650.00,27.00,100000.00,4.40,,,,,,,,
4.00,3498.00,6.60,100000.00,4.00,,,,,,,,
4.80,3052.00,12.00,100000.00,4.10,,,,,,,,
4.20,1747.00,5.90,100000.00,4.00,,,,,,,,
3.00,45.00,20.00,5000.00,6.00,,,,,,,,
4.50,1686.00,15.00,100000.00,4.40,,,,,,,,
3.70,529.00,26.00,100000.00,5.00,,,,,,,,
4.50,1388.00,3.30,100000.00,4.10,,,,,,,,
4.50,572.00,44.00,50000.00,4.40,,,,,,,,
4.60,92.00,32.00,1000.00,4.00,,,,,,,,
4.20,1135.00,12.00,100000.00,4.00,,,,,,,,
4.60,21189.00,36.00,1000000.00,5.00,,,,,,,,
3.60,54.00,17.00,5000.00,4.10,,,,,,,,
4.40,275.00,5.80,10000.00,4.40,,,,,,,,
4.40,2159.00,11.00,10000.00,4.40,,,,,,,,
4.50,2951.00,16.00,50000.00,4.40,,,,,,,,
4.50,2921.00,25.00,100000.00,5.00,,,,,,,,
4.10,84.00,6.10,10000.00,4.10,,,,,,,,
4.30,5521.00,22.00,100000.00,4.10,,,,,,,,
4.30,2108.00,28.00,50000.00,4.40,,,,,,,,
4.70,73.00,6.30,10000.00,4.10,,,,,,,,
4.50,63.00,25.00,10000.00,2.20,,,,,,,,
4.50,408.00,60.00,50000.00,4.40,,,,,,,,
4.50,171.00,20.00,10000.00,4.10,,,,,,,,
4.20,33.00,8.00,10000.00,4.20,,,,,,,,
4.40,197.00,20.00,10000.00,7.00,,,,,,,,
3.90,272.00,6.40,50000.00,4.10,,,,,,,,
4.20,4852.00,34.00,100000.00,2.20,,,,,,,,
4.40,12.00,3.80,1000.00,4.00,,,,,,,,
4.10,1533.00,42.00,50000.00,4.00,,,,,,,,
3.40,51.00,2.40,1000.00,4.00,,,,,,,,
4.10,38.00,70.00,5000.00,4.10,,,,,,,,
4.00,15.00,5.00,1000.00,4.00,,,,,,,,
4.10,90.00,21.00,1000.00,7.00,,,,,,,,
3.50,1288.00,38.00,100000.00,3.00,,,,,,,,
4.00,1545.00,74.00,100000.00,4.00,,,,,,,,
4.50,199.00,1.80,10000.00,4.40,,,,,,,,
4.30,283.00,12.00,5000.00,4.40,,,,,,,,
4.30,460.00,13.00,10000.00,4.40,,,,,,,,
4.60,129.00,2.90,10000.00,4.10,,,,,,,,
4.10,80.00,48.00,5000.00,3.00,,,,,,,,
4.60,395.00,19.00,1000.00,5.00,,,,,,,,
3.50,214.00,68.00,1000.00,4.00,,,,,,,,
2.30,17.00,6.80,1000.00,4.20,,,,,,,,
4.50,513.00,12.00,5000.00,4.40,,,,,,,,
4.30,168.00,5.80,10000.00,4.10,,,,,,,,
4.20,64.00,41.00,1000.00,2.20,,,,,,,,
4.20,168.00,25.00,10000.00,4.40,,,,,,,,
3.10,82.00,42.00,5000.00,4.10,,,,,,,,
4.40,8.00,6.50,100.00,3.00,,,,,,,,
4.40,112.00,13.00,1000.00,4.40,,,,,,,,
2.90,92.00,1.50,10000.00,4.00,,,,,,,,
3.10,83.00,3.20,10000.00,4.10,,,,,,,,
3.70,3.00,7.70,5000.00,5.00,,,,,,,,
4.00,6.00,1.30,100.00,4.10,,,,,,,,
3.80,343.00,26.00,50000.00,4.10,,,,,,,,
4.60,717.00,5.40,5000.00,5.00,,,,,,,,
4.40,137.00,11.00,1000.00,4.40,,,,,,,,
3.80,206.00,9.50,10000.00,4.00,,,,,,,,
4.80,12.00,18.00,1000.00,4.10,,,,,,,,
3.70,9.00,2.90,500.00,4.00,,,,,,,,
5.00,3.00,22.00,100.00,5.00,,,,,,,,
3.00,2.00,16.00,500.00,4.40,,,,,,,,
3.70,20.00,19.00,1000.00,5.00,,,,,,,,
3.70,3.00,10.00,100.00,4.10,,,,,,,,
5.00,1.00,22.00,10.00,4.20,,,,,,,,
5.00,3.00,20.00,100.00,4.10,,,,,,,,
5.00,4.00,2.50,5.00,4.10,,,,,,,,
5.00,2.00,24.00,50.00,4.10,,,,,,,,
5.00,4.00,25.00,1.00,4.00,,,,,,,,
5.00,2.00,29.00,50.00,4.00,,,,,,,,
5.00,3.00,53.00,10.00,4.10,,,,,,,,
5.00,2.00,83.00,10.00,5.00,,,,,,,,
5.00,1.00,4.60,5.00,4.00,,,,,,,,
4.30,10.00,46.00,100.00,4.10,,,,,,,,
4.90,28.00,5.70,5000.00,4.40,,,,,,,,
5.00,1.00,4.20,10.00,4.00,,,,,,,,
4.90,14.00,7.00,100.00,4.00,,,,,,,,
4.60,5.00,11.00,100.00,4.10,,,,,,,,
5.00,1.00,5.60,10.00,4.10,,,,,,,,
4.00,1.00,3.30,10.00,4.40,,,,,,,,
5.00,2.00,7.10,5.00,8.00,,,,,,,,
4.00,2094.00,23.00,500000.00,4.30,,,,,,,,
2.60,496.00,24.00,100000.00,4.40,,,,,,,,
4.70,87418.00,14.00,1000000.00,4.40,,,,,,,,
4.80,53747.00,13.00,1000000.00,4.30,,,,,,,,
4.30,44.00,34.00,10000.00,4.00,,,,,,,,
4.70,10.00,4.30,1000.00,5.00,,,,,,,,
2.50,124.00,43.00,10000.00,3.00,,,,,,,,
4.60,2014.00,69.00,50000.00,6.00,,,,,,,,
4.50,503.00,22.00,50000.00,5.00,,,,,,,,
4.10,21.00,20.00,1000.00,4.10,,,,,,,,
4.50,11.00,25.00,1000.00,4.20,,,,,,,,
